44202,12.7855973388,4.6
44217,15.033441547,4.9333333333
44232,15.7692191188,4.4
44262,13.2569242269,4.3
44292,14.0033508767,4.2333333333
44337,12.0767409406,4.0666666667
44352,12.5254160396,4.2666666667
44397,11.1998541329,4.1777777778
44412,11.3583831496,4.8666666667
44427,11.2784338353,4.6666666667
44442,12.7978786224,4.5333333333
44457,12.4077093797,4.6
44472,11.5697990396,4.7333333333
44487,12.019501024,5.0666666667
44502,12.4090206588,4.6666666667
44517,13.2752846982,5.0666666667
44532,12.9768672107,5.2
44547,13.1549846122,4.8666666667
44562,13.9638011186,4.5333333333
44592,14.114039906,4.5666666667
44607,15.208690262,4.3333333333
44622,14.5623891642,4.7333333333
44637,15.3472143415,4.4666666667
44652,14.8707196199,4
44667,15.8787955721,4.2
44682,15.4384425525,4.4
44697,15.6186045846,4.1333333333
44712,15.4207684273,3.9333333333
44727,15.7263582214,3.9333333333
44742,16.1118841256,3.8666666667
44757,15.631864947,3.8666666667
44772,15.2763896556,4
44787,14.8062988734,4.1333333333
44802,15.0037656624,4.2
44817,15.2051562847,4.2
44832,15.6377426779,3.8666666667
44847,15.1447364116,4.4666666667
44862,15.0386060041,4.6
44877,15.0073725746,4.6
44892,15.7910224398,4.5333333333
44907,16.1718514564,4.3333333333
44922,16.9565185861,4.7333333333
44937,16.289415348,4.6666666667
44952,15.8495080652,4.7333333333
44967,15.790633104,4.4
44982,17.2946165338,4.8666666667
44997,15.9715995313,4.3333333333
45012,16.2913418635,4.5333333333
45027,15.0908661939,4.6666666667
45042,14.0951987602,4.6
45057,15.7225556246,4.4
45072,16.2714976105,4.4
45087,16.1771425684,4.2
45102,17.0204417307,4.6666666667
45117,16.1654875769,4.6
45132,17.4962599499,4.4
45147,16.8604400972,4.5333333333
45162,16.4821982385,4.3333333333
45177,17.1975573624,4.2666666667
45192,16.4244101573,4.4666666667
45207,16.512989274,3.4
45222,14.739000026,4.3333333333
45252,14.5971329186,3.9333333333
45267,14.2674872222,3.6
45282,12.8966300915,3.7333333333
45297,14.1994206491,3.8666666667
45312,14.0288806586,4.2
45327,15.2448267537,3.6666666667
45342,13.1456247526,3.8
45357,14.4282489198,3.5333333333
45372,15.9205290504,3.8
45387,14.7521289834,3.8666666667
45402,14.9339849082,3.2666666667
45417,14.2610726455,2.6
45432,15.2655493159,3.4
45447,16.0113260521,4.1333333333
45462,14.6573862991,4.2
45477,12.8530707657,4.2666666667
45492,12.6950387132,4.1333333333
45507,12.3828396582,4
45522,12.2923817828,4.2
